"lat";"lon";"weight"
50.7559;-130.6584;0
50.8545;-130.5661;0
50.8511;-130.5451;0
50.8302;-130.6658;0
50.8065;-130.5779;0
50.8421;-130.5685;0
50.8024;-130.602;0
60.8348;-138.6343;0
50.8274;-130.6442;0
50.8667;-130.5628;0
50.8416;-130.4837;0
50.8896;-130.571;0
50.5225;-130.9313;0
50.8543;-130.4015;0
50.9415;-130.3438;0
50.8335;-130.5573;0
51.3746;-129.9167;0
50.8578;-130.5522;0
50.9269;-130.3319;0
50.8172;-130.5232;0
50.9005;-130.4473;0
50.8345;-130.4123;0
50.8495;-130.4063;0
48.5209;-124.8718;0
50.8328;-130.5758;0
50.8363;-130.5598;0
50.8745;-130.5512;0
50.8796;-130.499;0
50.8918;-130.4346;0
50.8396;-130.5423;0
49.2008;-128.5622;0
50.6208;-130.5186;0
61.0821;-140.5496;0
47.5173;-69.9519;0
49.5689;-122.5466;0
50.7761;-130.5639;0
50.8739;-130.5425;0
60.7191;-139.6066;0
50.8616;-130.5299;0
49.5839;-127.2027;0
50.8518;-130.5244;0
49.4397;-66.8646;0
48.3369;-122.6574;0
50.7717;-130.7332;0
50.809;-130.6492;0
50.7726;-130.5445;0
50.8396;-130.5282;0
51.1047;-124.6264;0
46.2147;-76.776;0
59.6195;-139.047;0
52.4123;-118.5872;0
52.6384;-132.215;0
48.9794;-122.5418;0
50.8134;-130.5765;0
48.4358;-124.5156;0
46.4883;-75.6429;0
48.4648;-123.2802;0
51.0942;-124.6497;0
51.3381;-77.6336;0
49.1809;-125.9018;0
57.9674;-134.3473;0
52.9049;-132.5668;0
47.6551;-69.8889;0
59.9337;-77.3046;0
59.964;-140.0764;0
48.3218;-64.6225;0
48.5955;-123.0898;0
49.1622;-128.0585;0
58.5731;-137.2456;0
59.5349;-136.0748;0
52.7406;-132.2846;0
50.823;-119.1719;0
47.6472;-69.9937;0
49.7163;-123.3912;0
47.3862;-70.4018;0
47.4707;-70.3106;0
61.5327;-139.8693;0
49.3429;-93.1868;0
49.1209;-67.6157;0
52.6876;-132.1136;0
46.9664;-78.6001;0
61.2256;-140.0918;0
61.228;-67.8012;0
50.4348;-91.9139;0
48.6096;-122.3238;0
52.5074;-131.9416;0
49.1042;-129.6648;0
75.5271;-121.08;0
49.1492;-67.2596;0
58.6726;-135.4489;0
49.5053;-126.9091;0
49.6378;-127.3165;0
50.8625;-130.5255;0
52.5285;-131.9513;0
50.0236;-127.8752;0
71.8219;-97.9425;0
49.8416;-126.6981;0
48.8334;-122.2468;0
47.4282;-115.8774;0
52.6157;-132.2985;0
47.8038;-124.3833;0
48.8295;-128.513;0
47.5947;-69.9736;0
52.5541;-131.9207;0
66.2955;-91.7907;0
53.2085;-132.8178;0
48.9438;-128.4891;0
72.4407;-77.5292;0
52.4851;-131.9229;0
49.1748;-123.3416;0
48.4773;-121.8429;0
71.1437;-71.9458;0
48.5021;-123.2335;0
75.9625;-105.4801;0
50.5655;-130.4232;0
49.9053;-130.1133;0
48.6582;-124.8934;0
49.9541;-130.1644;0
53.1595;-133.2913;0
49.0875;-125.77;0
49.8267;-130.0717;0
49.9674;-130.0971;0
49.9825;-130.1505;0
50.1383;-129.6306;0
49.9856;-130.035;0
50.0171;-129.7871;0
49.947;-130.18;0
49.9472;-130.1792;0
49.9729;-130.0672;0
45.1407;-75.2738;0
49.8641;-130.0798;0
50.0119;-129.8898;0
49.9399;-130.1009;0
49.9698;-130.1776;0
49.9769;-130.1605;0
64.2698;-134.3159;0
49.9773;-130.1381;0
50.6508;-130.4736;0
50.0176;-130.0418;0
49.9898;-130.2308;0
49.9971;-130.2126;0
49.986;-130.2166;0
49.989;-130.1408;0
49.9887;-130.1409;0
50.0506;-130.1435;0
49.9389;-130.324;0
50.0678;-130.2444;0
50.0582;-130.2026;0
50.0317;-130.2132;0
50.047;-130.1992;0
50.0115;-130.219;0
50.0492;-130.2859;0
50.0799;-130.2066;0
50.0715;-130.2132;0
50.0682;-130.268;0
50.0451;-130.1975;0
49.9463;-130.3132;0
50.002;-130.1784;0
50.0092;-130.2673;0
49.5628;-123.0454;0
49.9798;-130.2207;0
48.7683;-122.5082;0
50.1952;-127.7536;0
50.0396;-130.1026;0
50.0271;-130.117;0
49.9904;-130.131;0
49.993;-130.1991;0
48.8023;-128.5154;0
48.7833;-128.4886;0
48.8091;-128.5283;0
47.6014;-70.2174;0
47.6442;-122.0281;0
46.8594;-73.2392;0
49.8306;-123.5034;0
47.8146;-65.8108;0
48.6228;-122.834;0
48.6041;-123.665;0
50.3327;-91.9166;0
48.7081;-123.527;0
48.7928;-123.4614;0
44.0938;-77.142;0
52.544;-132.8751;0
52.5069;-131.9726;0
49.67;-129.2764;0
48.8194;-129.0679;0
45.9884;-74.11;0
46.7936;-79.2203;0
47.4412;-70.3776;0
51.7365;-131.5625;0
52.2912;-131.8254;0
59.7783;-108.1165;0
47.6022;-70.183;0
51.594;-131.1315;0
46.3205;-76.3234;0
49.4219;-65.68;0
53.1112;-129.1243;0
50.305;-64.9916;0
59.0681;-137.0121;0
45.1693;-74.763;0
52.54;-131.95;0
53.4983;-131.5022;0
53.4593;-131.4892;0
47.4983;-70.1391;0
53.4675;-131.4921;0
53.4752;-131.4915;0
52.8686;-132.6112;0
48.0514;-66.5567;0
50.0109;-130.3497;0
45.9478;-74.862;0
49.4155;-127.0913;0
64.8793;-87.7594;0
48.5395;-122.0062;0
48.5786;-122.0113;0
61.536;-141.4997;0
48.7854;-121.7938;0
47.5223;-70.3018;0
47.5971;-70.2141;0
53.9202;-132.4528;0
50.5505;-127.8523;0
52.9694;-127.1391;0
49.1481;-127.9313;0
45.4789;-75.3997;0
48.5907;-123.0912;0
43.7828;-79.0909;0
48.4865;-123.6593;0
50.4864;-130.2495;0
52.7416;-132.3793;0
52.763;-132.3698;0
53.1349;-131.9217;0
46.8218;-79.352;0
52.7409;-132.9481;0
46.8516;-78.9117;0
49.6002;-66.5847;0
49.6089;-127.3848;0
52.917;-132.5108;0
49.7196;-127.3236;0
49.6973;-127.3086;0
52.7648;-132.3776;0
51.3401;-131.0198;0
52.1158;-131.2537;0
51.4008;-130.7586;0
47.7225;-70.028;0
51.4698;-130.7792;0
51.3826;-130.7991;0
51.538;-130.75;0
51.4456;-130.7744;0
51.4978;-130.7662;0
51.5041;-130.7699;0
62.8841;-143.9268;0
61.088;-131.0151;0
52.6317;-132.1123;0
71.4986;-75.155;0
51.4981;-130.8842;0
51.3941;-131.0485;0
52.6869;-131.9219;0
51.48;-130.7773;0
51.5245;-130.7598;0
51.3193;-131.0856;0
51.3463;-131.0503;0
54.6262;-132.8578;0
49.229;-127.5954;0
45.5812;-75.2941;0
59.0118;-136.0878;0
48.5401;-122.6092;0
44.4297;-77.5039;0
47.5023;-122.1306;0
51.7598;-131.6768;0
46.9242;-77.4296;0
52.5996;-132.0279;0
46.7219;-77.4627;0
47.9728;-70.0945;0
48.6875;-125.0039;0
48.2293;-122.8907;0
53.2609;-133.0523;0
48.9433;-122.1577;0
51.1387;-130.7003;0
50.2858;-129.8393;0
48.4955;-123.2282;0
49.0798;-66.4926;0
44.416;-77.5073;0
60.3242;-75.8563;0
59.3017;-136.6956;0
50.5446;-130.2335;0
48.9183;-122.8693;0
51.8907;-131.8534;0
44.4343;-77.462;0
50.5966;-128.2055;0
50.5805;-130.2403;0
48.7526;-125.2633;0
50.0719;-127.9134;0
52.5466;-132.0098;0
58.3404;-142.4285;0
53.8415;-132.7559;0
50.745;-122.8872;0
51.8019;-131.6088;0
51.7357;-131.7014;0
53.4629;-132.7484;0
58.2817;-133.335;0
51.8444;-131.5599;0
48.4043;-122.8279;0
48.4047;-123.2824;0
73.4548;-85.6375;0
43.9037;-78.6839;0
53.8889;-132.1809;0
51.3491;-130.9943;0
54.8562;-132.9162;0
52.757;-132.2759;0
47.4124;-70.0613;0
49.1389;-127.9123;0
49.3016;-122.3509;0
52.5919;-132.1912;0
58.212;-133.4465;0
50.0403;-64.8488;0
50.6382;-125.9713;0
60.941;-58.3006;0
49.9231;-65.4577;0
48.7416;-129.1809;0
52.5097;-131.8892;0
49.487;-127.7229;0
49.7738;-127.3208;0
52.8967;-132.5012;0
52.9011;-132.5001;0
54.0166;-133.7367;0
48.6593;-124.8884;0
52.7627;-132.3172;0
49.488;-128.4941;0
53.5816;-133.1194;0
49.5666;-66.9334;0
49.5042;-127.4068;0
42.0073;-80.7795;0
42.0073;-80.7795;0
48.4824;-121.8403;0
51.3491;-131.2969;0
49.5474;-66.9265;0
49.2528;-127.9343;0
46.3158;-75.6336;0
50.2419;-127.8312;0
62.1469;-71.9964;0
45.3225;-79.9213;0
46.8863;-71.4414;0
52.522;-121.7305;0
50.191;-130.3038;0
50.2229;-130.2801;0
53.2324;-132.7396;0
52.8607;-132.5302;0
50.0702;-130.4321;0
62.0856;-135.2606;0
59.7565;-136.4797;0
50.1997;-127.83;0
50.166;-130.2739;0
50.239;-130.1697;0
60.0929;-130.2512;0
52.9975;-132.6422;0
51.0738;-62.9399;0
50.2548;-130.1453;0
50.5819;-130.3325;0
50.5845;-130.3553;0
50.5142;-130.4167;0
47.532;-70.0417;0
53.5125;-133.1793;0
58.3178;-142.3622;0
48.4523;-123.2827;0
50.5733;-130.208;0
43.2248;-79.8242;0
66.6945;-135.5656;0
49.4931;-127.1124;0
64.1282;-137.1576;0
58.2786;-133.3891;0
52.5263;-131.8968;0
47.6658;-70.1548;0
53.1991;-132.045;0
48.8297;-92.9812;0
53.9784;-133.9293;0
49.3741;-127.9437;0
48.8623;-68.4097;0
51.8051;-119.6528;0
59.5449;-136.109;0
52.251;-120.0583;0
59.7272;-138.9235;0
52.8641;-132.4826;0
52.0224;-131.9508;0
47.331;-70.1095;0
50.5916;-130.3396;0
50.6084;-130.3304;0
50.5816;-130.4011;0
50.603;-130.3332;0
50.5886;-130.4089;0
47.44;-70.4096;0
49.9882;-128.1066;0
47.5985;-69.9901;0
52.5904;-132.0476;0
47.6731;-69.8032;0
50.1767;-60.7918;0
42.12;-72.85;0
59.1927;-136.2669;0
57.16;-126.672;0
49.251;-126.7687;0
47.6184;-69.9101;0
73.4031;-94.9988;0
50.8486;-130.6189;0
47.6558;-69.8881;0
51.0241;-130.5852;0
49.9734;-127.7597;0
49.9637;-127.739;0
54.2469;-119.1502;0
49.9877;-127.7881;0
48.8401;-128.7277;0
52.4773;-131.8033;0
48.9532;-121.9375;0
47.5479;-70.0456;0
47.601;-69.9404;0
49.9774;-127.748;0
49.0547;-123.3231;0
48.8927;-125.8063;0
46.9473;-71.5371;0
49.3744;-67.2149;0
72.8628;-73.3457;0
50.5755;-130.3784;0
55.4824;-119.6464;0
52.042;-131.4412;0
47.4135;-70.0935;0
49.9808;-127.7133;0
53.3609;-131.4297;0
49.5625;-128.3519;0
48.7707;-128.6572;0
47.647;-69.91;0
46.1481;-76.9756;0
51.6319;-125.7631;0
50.7483;-123.9219;0
65.3016;-142.1361;0
47.7187;-70.217;0
46.4562;-76.4667;0
49.2537;-123.6406;0
50.2369;-127.8066;0
49.4281;-128.4273;0
52.912;-132.5224;0
49.1165;-125.5747;0
52.7475;-132.3221;0
48.4196;-124.932;0
49.419;-116.7322;0
53.2335;-132.8646;0
47.3884;-70.1269;0
47.604;-70.1751;0
52.2363;-132.1065;0
48.5603;-125.8064;0
51.1616;-131.1686;0
47.4066;-70.2311;0
47.5919;-122.3604;0
47.5729;-70.2561;0
49.2865;-125.6819;0
48.6564;-129.1744;0
60.5443;-59.0322;0
